Sr No,District,Name,Address,Contact #
891,Sargodha,Amin Labs,"Near maula Bukhsh Hospital, Khushab Road, Sargodha",03313030730
892,Sargodha,Arqam Lab,"House # 323, St # 02, Link Canal Road, Shamsher Town, Sargodha",0321-6014032
893,Sargodha,Chughtai Stat Lab and Diagnostic Center,"169-A Old Satellite Town Opposite UBL Bank, Sargodha",0345-8445089
894,Sargodha,Citi Lab & Research Centre,"Near Siddique Hospital, Sargodha",0341-4448865
895,Sargodha,City Care Lab,"32-A Main Bazar Satellite Town, Sargodha",0333-9609500
896,Sargodha,"City Care Lab, OLD DHQ, Saroghda","Fatima Hospital, University Road, Saroghda",
897,Sargodha,Doctors Lab,71-A Satellite Town Sargodha,03006009667
898,Sargodha,HAFEEZ LAB,153-A SATELLITE TOWN OPPOSITE MUBARAK MEDICAL COMPLEX SARGODHA,03000110243
899,Sargodha,Khan Lab & Diagnostic Center,"7-Block, Main Khushab Road, Noori Gate Branch, Sargodha",0304-4874754
900,Sargodha,Khan Lab & Diagnostic Center,"Munir Hospital,700-A Main Satellite Town, Sargodha",0300-8707499
901,Sargodha,Khan Labs & Diagnostic Center,"Ibn-e-Sina Hospital, Al-Rehman Complex, Qenchi More, Lahore Road, Sargodha",0344-7516095
902,Sargodha,Khan Labs & Diagnostic Center,"18-A, Main Market Satellite Town, Sargodha",0320-6025373
903,Sargodha,Life Care Lab,"Block No.07, Khushab Road, Sargodha",0344-0089540
904,Sargodha,Madina Clinical Laboratory,"Chanab Bazar Kot Momin, Sargodha",0324-4338003
905,Sargodha,Madina Laboratory,"Railway Road, Phulaswan, Bhalwal, Sargodha",0343-6660041
906,Sargodha,"Malik Lab,","Opp. Shadab Traders, Near Imam Bargah Block No. 7, Khushab Road, Tehsil & District Sargodha",0321-6019853
907,Sargodha,Metro Lab,"61-C, Opposite Sadiq Hospital, Satellite Town, Sargodha",03216019853
908,Sargodha,New Life Diagnostic Complex,"House # 37 Block M, Istaqlalabad, Sargodha",
909,Sargodha,"Shaheen Clinical Laboratory, Thana choek Bhalwal Sargodha",Thana Chowk THQ Hospital Road Bhalwal Sargodha,0321-6038797
910,Sargodha,Shaheen Laboratory,"Baroon Chak Wale Darwaza Near Gourmet Bakery, Bhera, Sargodha",
911,Sargodha,Test Care Lab And Diagnostic Centre,"21-A, Satellite Town Near Sadiq Hospital, Sargodha",03006029683
912,Sheikhupura,"Advance Diagnostic Centre, Sharaqpur Sharif Shekhupura","Near Bank Al Falah Sharaqpur Sharif, Sheikhupura",
913,Sheikhupura,Aga Khanum Diagnostic center,Tehsil Muridke Dist. Sheikhupura postal code 39000,03351313139
914,Sheikhupura,"Azmat Clinical Lab, Farooqabad, Sheikhupura","Opp Habib Shah Hospital Waqas Chowk Farooqabad, Sheikhupura",0300-7148093
915,Sheikhupura,Care Clinical Lab,"Opp Shahbaz Sharif Mother & Children Complex, Nabipura, Sheikhupura",0342-7101179
916,Sheikhupura,Dr AQ Diagnostic Centre,"Civic Centre Lahore Sargodha Road, Sheikhupura",0332-4727369
917,Sheikhupura,"HRO Clinical Diagnostic Lab (Trust),",HRO Shop No 2 Civic Centre Near Meezan Bank Sargodha Road District Sheikhupura,03015273503
918,Sheikhupura,Khalid Clinical Laboratory,"Malo Wala Bazar Kot Abdul Malik, Ferozwala, Sheikhupura",
919,Sheikhupura,"Marhaba Clinical Laboratory, Safdarabad, Sheikhupura","Opp Girls School, Railway Street, Madni Mohallah, Safdarabad, Sheikhupura",0346-7711324
920,Sheikhupura,"New Lahore Lab, Opposite DHQ Hospital, Sheikhupura","Karamat Market Opposite DHQ Hospital, Sheikhupura",
921,Sheikhupura,Noor Clinical Lab,"Civic Centre, Sargodha Road, Sheikhupura",03334567016
922,Sheikhupura,Rayyan Lab,"Opposite DHQ Hospital, Sheikhupura",0333-3373135
923,Sheikhupura,Rehman Clinical Lab,"Near National Bank Main Bazar Nankana Road Manawala, Sheikhupura",03224288170
924,Sheikhupura,Shafaq Lab,"7 College Road, Civil Lines District Sheikhupura",0321-3010055
925,Sheikhupura,Tayaba Clinical Lab,"Rauf Market Feroze Wattwan, Sheikhupura",0334-0402884
926,Sheikhupura,"Test One Laboratory, Lahore Road Road, Sheikhupura","Opp DHQ Hospital Basement Alabad Medical Store, Lahore Road, Sheikhupura",0322-8410551
927,Sialkot,"Al Hafiz Medical Laboratories, Head Marala Sialkot",Head Marala Dhally Wali Sialkot,0332-8706320
928,Sialkot,Al Khalid Medical Lab,"Katchehry Road Near Toyota Stand Pasrur, District Sialkot",0300-7491615
929,Sialkot,"Al Shifa Lab, College Road, Sialkot","Jinnah Islamia College Road, Sialkot",
930,Sialkot,Allama Iqbal Diagnostic Centre,"Kashmir Mall New Pasport Office China Chowk, Sialkot",03076451451
931,Sialkot,"Amtiaz Lab Services, Daska, Sialkot","Circular Road Opposite Civil Hospital Tehsil Daska, Sialkot",03016112814
932,Sialkot,Ashraf Lab,"Near DHQ Hospital, Allama Iqbal Memorial Hospital, Sialkot",0333-8601407
933,Sialkot,Asif Medical Lab,"Opposite Civil Hospital Circular Road, Daska, Sialkot",
934,Sialkot,City Care Lab,"Opposite Civil Hospital, Civil Chowk, Daska, Sialkot",0320-6477368
935,Sialkot,Col Sultans Lab,"34-Cantonment Plaza, Sialkot",0300-8611520
936,Sialkot,Dr Abdul Sattar Lab,"Near Quaid Pharmacy, Street Dr. Sohail Tufail, Commissioner Road",0322-5129646
937,Sialkot,Dr Naeem's Lab,"Commissioner Road, Sialkot",0333-8613200
938,Sialkot,Dr. Abdul Sattar Lab,"2-KM Daska Road, Sialkot",03225129646
939,Sialkot,Dr. Faiz Lab,"Lala Zar Chowk Commissioner Road, Sialkot",0302-8711724
940,Sialkot,Executive Lab,"Basement Children Hospital, Islamia College Road",03348018717
941,Sialkot,Friend Lab,Air Port Road Gohad Pur Near NBP Sialkot,0345-6992493
942,Sialkot,Galaxy Medical &Diagnostic Center,"Wazirabad Road, Noul Morr Near Rajco Industries, Sialkot",0306-8888040
943,Sialkot,Hassan Sultan Lab,"Sialkot Medical Complex, Commissioner Road, Sialkot",03226101100
944,Sialkot,Ideal Lab,"Lalazar Chowk, Islamia College Road, Sialkot",0331-8615007
945,Sialkot,"Irfan Lab, Daska, Sialkot","Opposite DHQ Hospital, Daska, Sialkot",0333-4617372
946,Sialkot,Islamabad Diagnostic Centre,"Sialkot International Airport, Sialkot",03332672006
947,Sialkot,Islamabad Diagnostic Centre (Pvt.) Ltd. Sialkot Branch,"Cantt Plaza Near Bhed Pulli, Sialkot Cantt, Sialkot",0337-1427217
948,Sialkot,"K Z Lab, Defence Road, Sialkot","Bilal Market Near Purana Yateem Khana Defence Road, Sialkot",
949,Sialkot,Nova Diagnostic Center,"Sultan Plaza, Khadim Ali Road, Sialkot",0302-6188815
950,Sialkot,Punjab Lab,"Chirag Din Plaza, Circular Road, Sialkot",0300-6172955
951,Sialkot,Rahila Research Lab,"Church Road, Near Sardar Begum Hospital, Opp Usman Masjid, Sialkot",0333-6192949
952,Sialkot,The City Lab,"Commissioner Road, Opposite AIM Hospital, Sialkot",0345-6803330
953,Sialkot,The doctor's Lab,"Commissioner Road Chowk Lalazar, Sialkot",03334377909
954,Sialkot,The Medical Lab,"Adda Jhai, Gulbahar, Chaprar Road, Sialkot",0300-6103795
955,Toba Tek Singh,Al Khidmat Lab,"Abdullah Chowk Akkan Wala Road, Toba Tek Singh",0331-6550213
956,Toba Tek Singh,Al Shifa Lab,"Tehsil Office Road Gojra, Toba Tek Singh",0321-7640348
957,Toba Tek Singh,Al-Khidmat Lab,"Quaid-E-Azam Road, Gojra, Toba Tek Singh",03016994787
958,Toba Tek Singh,Allied Lab,"Mehdi Shah Bazar, Tehsil Gojra District Toba Tek Singh.",0336-6878290
959,Toba Tek Singh,Best Care Lab,"Mehdi Shah Bazar Near Dr. M Akram Hospital, Gojra, Toba Tek Singh",
960,Toba Tek Singh,British Lab,"Mehdi Shah Bazar, Gojra, Toba Tek Singh",03138628612
961,Toba Tek Singh,"City Clinical Laboratory, Jhang Road, Toba Tek Singh","Jhang Road, Toba Tek Singh",0333-6538564
962,Toba Tek Singh,Health Care Lab,"Mehdi Shah Bazar, Gojra, Toba Tek Singh",0300-6647532
963,Toba Tek Singh,Modern Clinical Lab,"Street National Bank Wali, Gojra, Toba Tek Singh",0344-7739935
964,Toba Tek Singh,O2 Diagnostic Centre,"Main Jhang Road, Gojra, Toba Tek Singh",03227836373
965,Toba Tek Singh,"Pakistan Lab, Akalwala Road, Toba Tek Singh","Akal Wala Road, Toba Tek Singh",0332-6259201
966,Toba Tek Singh,Rehmat Diagnostic Laboratories,"Quaid e Azam Road Mehdi Shah Bazar Near HBL, Gojra",0306-9058347
967,Vehari,"Ahmed Lab, Burewala, Vehari","114-E Block Burewala, Vehari",
968,Vehari,CARE DIAGNOSTIC CENTRE,"12/N , Sharqi Colony Near Nursing College , Vehari",03017410077
969,Vehari,"Central Diagnostic Centre, Burewala, Vehari","Stadium Road THQ Hospital Road, Burewala, Vehari",
970,Vehari,Doctors Lab,"193-D, Opposite Press Club, Jinnah Road, Vehari",03334522924
971,Vehari,"Latif Lab, DHQ hospital Road Vehari",DHQ hospital Road Vehari,0300-6303558
972,Vehari,Life Diagnostic Center,"New Model Town Stadium Road Burewala, Vehari",
973,Vehari,"Life Diagnostic Centre, Jinnah Road, Vehari",Life Diagnostic Centre Jinnah Road District Vehari,
974,Vehari,"New Nishtar Lab, X Ray And ECG Centre, Jinnah Road, Vehari","Jinnah Road, Vehari",0333-6017982
975,Vehari,QARI LAB,"BUREWALA HOSPITAL & MEDICAL CENTER, LAHORE ROAD BUREWALA",03000333351
976,Vehari,"Sohail's Lab, Stadiam Road Burawala Vehari",Stadium Road Burawala Vehari,0300-6993205
